state_name,cases,cured,active,deaths,district_name,district_cases,district_cured,district_active,district_deaths
Manipur,7875,6191,1638,46,Pherzawl,33,15,18,0
Arunachal Pradesh,6121,4379,1732,10,Papum Pare,2253,1634,615,4
Arunachal Pradesh,6121,4379,1732,10,Changlang,593,493,100,0
Arunachal Pradesh,6121,4379,1732,10,West Kameng,424,337,84,3
Arunachal Pradesh,6121,4379,1732,10,East Siang,407,254,152,1
Arunachal Pradesh,6121,4379,1732,10,West Siang,317,99,218,0
Arunachal Pradesh,6121,4379,1732,10,East Kameng,242,221,21,0
Arunachal Pradesh,6121,4379,1732,10,Tawang,222,158,63,1
Arunachal Pradesh,6121,4379,1732,10,Tirap,222,168,54,0
Arunachal Pradesh,6121,4379,1732,10,Namsai,212,195,16,1
Arunachal Pradesh,6121,4379,1732,10,Lohit,190,141,49,0
Arunachal Pradesh,6121,4379,1732,10,Upper Subansiri,167,138,29,0
Arunachal Pradesh,6121,4379,1732,10,Lower Siang,146,124,22,0
Arunachal Pradesh,6121,4379,1732,10,Lower Dibang Valley,138,50,88,0
Arunachal Pradesh,6121,4379,1732,10,Lower Subansiri,108,56,52,0
Arunachal Pradesh,6121,4379,1732,10,Upper Siang,102,65,37,0
Arunachal Pradesh,6121,4379,1732,10,Longding,83,32,51,0
Arunachal Pradesh,6121,4379,1732,10,Anjaw,79,55,24,0
Arunachal Pradesh,6121,4379,1732,10,Lepa Rada,78,57,21,0
Arunachal Pradesh,6121,4379,1732,10,Siang,43,42,1,0
Arunachal Pradesh,6121,4379,1732,10,Pakke Kessang,29,28,1,0
Arunachal Pradesh,6121,4379,1732,10,Shi Yomi,21,17,4,0
Arunachal Pradesh,6121,4379,1732,10,Kurung Kumey,20,5,15,0
Arunachal Pradesh,6121,4379,1732,10,Unknown,14,3,11,0
Arunachal Pradesh,6121,4379,1732,10,Upper Dibang Valley,4,1,3,0
Arunachal Pradesh,6121,4379,1732,10,Kra Daadi,4,3,1,0
Arunachal Pradesh,6121,4379,1732,10,Kamle,3,3,0,0
Nagaland,5083,3883,1172,8,Dimapur,2505,1763,723,8
Nagaland,5083,3883,1172,8,Kohima,1534,1144,386,0
Nagaland,5083,3883,1172,8,Peren,350,347,3,0
Nagaland,5083,3883,1172,8,Mon,325,298,23,0
Nagaland,5083,3883,1172,8,Zunheboto,119,115,4,0
Nagaland,5083,3883,1172,8,Tuensang,73,70,3,0
Nagaland,5083,3883,1172,8,Others,46,46,0,0
Nagaland,5083,3883,1172,8,Mokokchung,39,22,17,0
Nagaland,5083,3883,1172,8,Wokha,35,34,1,0
Nagaland,5083,3883,1172,8,Phek,34,33,1,0
Nagaland,5083,3883,1172,8,Kiphire,16,5,11,0
Nagaland,5083,3883,1172,8,Longleng,7,6,0,0
Meghalaya,3724,2075,1623,26,East Khasi Hills,2333,1265,1047,21
Meghalaya,3724,2075,1623,26,West Garo Hills,577,375,201,1
Meghalaya,3724,2075,1623,26,Ribhoi,325,185,137,3
Meghalaya,3724,2075,1623,26,East Jaintia Hills,183,35,148,0
Meghalaya,3724,2075,1623,26,East Garo Hills,104,87,17,0
Meghalaya,3724,2075,1623,26,West Khasi Hills,65,50,14,1
Meghalaya,3724,2075,1623,26,West Jaintia Hills,40,27,13,0
Meghalaya,3724,2075,1623,26,South Garo Hills,37,17,20,0
Meghalaya,3724,2075,1623,26,North Garo Hills,31,19,12,0
Meghalaya,3724,2075,1623,26,South West Garo Hills,23,14,9,0
Meghalaya,3724,2075,1623,26,South West Khasi Hills,6,1,5,0
Andaman and Nicobar Islands,3546,3243,252,51,Unknown,3494,3210,233,51
Andaman and Nicobar Islands,3546,3243,252,51,South Andaman,51,32,19,0
Andaman and Nicobar Islands,3546,3243,252,51,North and Middle Andaman,1,1,0,0
Andaman and Nicobar Islands,3546,3243,252,51,Nicobars,0,0,0,0
Ladakh,3345,2436,869,40,Leh,1859,1377,465,17
Ladakh,3345,2436,869,40,Kargil,1486,1059,404,23
Dadra and Nagar Haveli and Daman and Diu,2721,2460,230,2,Dadra and Nagar Haveli,1323,1167,150,1
Dadra and Nagar Haveli and Daman and Diu,2721,2460,230,2,Daman,1138,1070,54,1
Dadra and Nagar Haveli and Daman and Diu,2721,2460,230,2,Diu,260,223,26,0
Dadra and Nagar Haveli and Daman and Diu,2721,2460,230,2,Other State,0,0,0,0
Sikkim,2086,1505,565,16,East Sikkim,1446,1106,337,3
Sikkim,2086,1505,565,16,South Sikkim,475,73,402,0
Sikkim,2086,1505,565,16,West Sikkim,87,15,72,0
Sikkim,2086,1505,565,16,Unknown,77,310,-246,13
Sikkim,2086,1505,565,16,North Sikkim,1,1,0,0
Mizoram,1414,830,584,0,Aizawl,933,497,436,0
Mizoram,1414,830,584,0,Kolasib,206,103,103,0
Mizoram,1414,830,584,0,Lunglei,128,118,10,0
Mizoram,1414,830,584,0,Lawngtlai,33,29,4,0
Mizoram,1414,830,584,0,Mamit,33,21,12,0
Mizoram,1414,830,584,0,Saiha,31,27,4,0
Mizoram,1414,830,584,0,Serchhip,19,13,6,0
Mizoram,1414,830,584,0,Champhai,17,15,2,0
Mizoram,1414,830,584,0,Saitual,9,4,5,0
Mizoram,1414,830,584,0,Khawzawl,3,3,0,0
Mizoram,1414,830,584,0,Hnahthial,2,0,2,0
